code,country,gdp_per_capita,year,meningitis,alzheimer's_diesease,parkinson's_disease,nutritional_deficiency,malaria,drowning,interpersonal_violence,maternal_disorders,hiv/aids,drug_use_disorders,tuberculosis,cardiovascular_diseases,lower_respiratory_infections,neonatal_disorders,alcohol_use_disorders,self_harm,exposure_to_forces_of_nature,diarrheal_diseases,environmental_heat_and_cold_exposure,neoplasms,conflict_and_terrorism,diabetes_mellitus,chronic_kidney_disease,poisonings,protein_energy_malnutrition,terrorism,road_injuries,chronic_respiratory_diseases,chronic_liver_diseases,digestive_diseases,fire_heat_hot_substance,acute_hepatitis,Total_deaths,Female,Male,Female_pct,Male_pct,Age_0to15,Age_16to40,Age_41to65,Age_65to87
DZA,Algeria,38474,2007,489,2976,777,153,0,686,535,861,278,386,513,70099,5365,12719,92,1504,82,720,33,15949,700,3016,5133,391,133,241,11847,5594,3087,4899,842,272,150372,694,852,44.89003881,55.10996119,4,19,41,87
DZA,Algeria,45698,2008,416,3102,809,141,0,660,536,852,297,392,507,71264,5312,12660,92,1487,93,683,33,16524,507,3170,5320,383,122,249,11643,5679,3121,4950,818,267,152089,352,697,33.5557674,66.4442326,3,31,64,84
DZA,Algeria,40766,2009,406,3247,844,132,0,636,535,840,318,399,504,72767,5284,12564,93,1474,48,650,33,17155,637,3333,5534,375,113,204,11450,5788,3161,5015,804,263,154606,452,798,36.16,63.84,3,30,60,82
DZA,Algeria,4794,2010,399,3401,877,126,0,614,530,809,329,406,499,74239,5274,12387,94,1458,0,621,33,17706,318,3504,5764,370,108,109,11270,5887,3202,5078,793,260,156465,889,147,85.81081081,14.18918919,13,38,65,73
DZA,Algeria,16671,2011,395,3573,921,123,0,602,527,781,335,418,494,76392,5317,12184,96,1467,10,602,33,18236,342,3685,5991,367,104,25,11231,6040,3267,5181,791,258,159788,726,487,59.85160758,40.14839242,11,32,52,74
DZA,Algeria,21190,2012,390,3757,963,120,0,588,521,748,343,429,489,78530,5362,11899,98,1468,69,587,33,18795,290,3858,6208,364,101,30,11152,6198,3336,5289,787,258,163060,589,483,54.94402985,45.05597015,5,32,64,81
DZA,Algeria,41914,2013,391,3936,1001,118,0,582,539,721,345,441,487,80572,5432,11758,99,1473,0,577,33,19359,216,4037,6447,365,100,101,11158,6344,3405,5397,788,258,166480,261,759,25.58823529,74.41176471,14,26,41,68
DZA,Algeria,45562,2014,391,4136,1048,119,0,582,509,692,355,454,483,83376,5543,11653,101,1485,6,573,33,19993,114,4246,6738,365,99,37,11176,6536,3494,5543,793,258,170931,558,338,62.27678571,37.72321429,4,31,59,67
DZA,Algeria,46631,2015,387,4343,1096,118,0,571,499,695,328,465,477,86306,5634,11344,103,1483,12,568,33,20663,112,4468,7045,363,98,21,11131,6739,3592,5703,808,259,175464,932,223,80.69264069,19.30735931,8,32,59,66
DZA,Algeria,35735,2016,304,4563,1136,116,0,550,486,677,309,470,468,88545,5567,10817,104,1457,0,559,32,21303,92,4648,7280,355,96,9,10932,6903,3684,5847,779,258,178346,327,581,36.01321586,63.98678414,2,28,63,69
DZA,Algeria,46073,2017,300,4790,1179,114,0,533,474,659,289,484,462,91371,5605,10019,106,1451,0,546,32,22061,107,4832,7532,350,94,12,10868,7100,3796,6016,773,260,182215,157,833,15.85858586,84.14141414,8,19,41,80
DZA,Algeria,41294,2018,296,5005,1234,114,0,534,468,654,275,509,453,94824,5704,9337,109,1489,6,536,32,22953,76,5093,7886,353,93,,11030,7320,3924,6214,782,258,187561,928,949,49.4405967,50.5594033,14,20,53,84
DZA,Algeria,43779,2019,292,5209,1283,114,0,526,459,638,264,526,445,97931,5786,8756,111,1516,0,527,40,23816,13,5328,8201,351,92,,11051,7528,4045,6398,782,259,192287,720,583,55.257099,44.742901,13,24,50,76
ASM,American Samoa,31391,1990,1,3,1,2,0,4,3,1,0,0,1,66,10,12,0,3,0,3,1,31,0,16,8,0,2,,5,17,5,9,0,0,204,245,549,30.85642317,69.14357683,5,30,50,66
ASM,American Samoa,36538,1991,1,3,2,2,0,4,3,1,0,0,1,69,10,12,0,3,0,3,1,32,0,17,9,0,2,,6,17,5,9,0,0,212,228,574,28.42892768,71.57107232,5,17,62,65
ASM,American Samoa,41086,1992,1,3,2,2,0,4,3,1,0,0,1,71,10,12,1,3,0,3,1,33,0,19,9,0,2,,6,18,5,9,0,0,219,632,794,44.3197756,55.6802244,2,23,52,73
ASM,American Samoa,18794,1993,1,3,2,2,0,4,4,1,0,0,1,73,10,12,1,3,0,3,1,34,0,20,10,0,2,,6,18,5,10,0,0,226,384,660,36.7816092,63.2183908,5,18,49,79
ASM,American Samoa,4617,1994,1,3,2,2,0,4,4,1,0,0,1,75,10,12,1,3,0,3,1,35,0,21,10,0,2,,6,18,5,10,0,0,230,929,211,81.49122807,18.50877193,1,19,43,72
ASM,American Samoa,8598,1995,1,3,2,2,0,4,4,1,0,0,1,77,11,12,1,3,0,3,1,37,0,23,11,0,2,,6,19,5,10,0,0,239,285,496,36.49167734,63.50832266,4,19,56,77
ASM,American Samoa,28107,1996,1,3,2,2,0,4,4,1,0,0,1,80,11,11,1,3,0,3,1,38,0,24,12,0,2,,6,19,6,10,0,0,245,514,226,69.45945946,30.54054054,11,16,61,83
ASM,American Samoa,43040,1997,1,3,2,2,0,4,4,1,0,0,1,82,11,11,1,4,0,3,1,39,0,25,12,0,2,,6,20,6,11,0,0,252,362,934,27.93209877,72.06790123,2,27,42,66
ASM,American Samoa,46558,1998,1,4,2,2,0,4,4,1,0,0,1,84,11,11,1,3,0,3,1,40,0,26,13,0,2,,6,20,6,11,0,0,257,234,226,50.86956522,49.13043478,8,19,63,70
ASM,American Samoa,49602,1999,1,4,2,2,0,4,4,1,0,0,1,87,11,11,1,3,0,3,1,41,0,26,14,0,2,,6,20,6,11,0,0,262,281,597,32.00455581,67.99544419,9,20,63,81
ASM,American Samoa,36347,2000,1,4,2,2,0,4,4,1,0,0,1,88,11,10,1,4,0,2,1,43,0,28,14,0,2,,6,20,6,11,0,0,266,847,160,84.11122145,15.88877855,7,30,48,68
ASM,American Samoa,39935,2001,1,4,2,2,0,4,4,1,0,0,1,90,11,10,1,4,0,3,1,44,0,30,15,0,2,,6,21,6,11,0,0,274,161,807,16.6322314,83.3677686,13,17,47,71
ASM,American Samoa,25357,2002,1,4,2,2,0,4,4,1,0,0,1,91,11,10,1,3,0,3,1,45,0,32,16,0,2,,6,21,6,11,0,0,278,648,350,64.92985972,35.07014028,3,22,50,72
ASM,American Samoa,37556,2003,1,4,2,2,0,4,4,1,1,0,1,91,11,9,0,3,6,3,1,47,1,34,16,0,2,,6,21,6,11,0,0,288,876,741,54.17439703,45.82560297,7,28,53,66
ASM,American Samoa,8312,2004,1,4,2,2,0,4,3,1,1,0,1,92,11,9,0,3,0,3,1,48,1,36,17,0,2,,6,21,6,11,0,0,286,945,385,71.05263158,28.94736842,4,29,43,76
ASM,American Samoa,23240,2005,1,5,2,2,0,4,3,1,1,0,1,93,11,8,0,3,0,3,1,50,2,37,18,0,2,,5,21,6,11,0,0,291,316,235,57.35027223,42.64972777,9,35,56,84
ASM,American Samoa,32805,2006,1,5,2,2,0,4,3,1,1,0,1,95,11,7,0,3,0,3,1,51,2,37,18,0,2,,5,21,6,11,0,0,293,504,365,57.9976985,42.0023015,11,23,47,83
ASM,American Samoa,46234,2007,1,5,2,2,0,4,3,1,1,0,1,97,10,7,0,3,0,3,1,52,2,37,19,0,2,,5,21,6,11,0,0,296,254,138,64.79591837,35.20408163,0,27,60,70
ASM,American Samoa,48335,2008,1,5,2,2,0,4,3,1,1,0,1,100,11,6,0,3,0,3,1,54,1,38,19,0,2,,5,21,6,12,0,0,302,302,738,29.03846154,70.96153846,13,25,49,72
ASM,American Samoa,8223,2009,1,6,2,2,0,4,3,1,1,0,1,102,11,6,0,3,34,3,1,55,0,38,20,0,2,,5,21,6,12,0,0,340,638,459,58.1586144,41.8413856,8,29,62,80
ASM,American Samoa,26310,2010,1,6,3,2,0,4,3,1,1,0,1,104,11,6,0,3,0,3,1,56,0,38,20,0,2,,5,21,6,12,0,0,310,982,486,66.89373297,33.10626703,9,33,62,85
ASM,American Samoa,24797,2011,1,6,3,2,0,4,3,1,1,0,1,106,11,5,0,3,0,3,1,58,0,39,21,0,2,,5,21,6,12,0,0,315,755,267,73.87475538,26.12524462,13,23,64,66
ASM,American Samoa,7482,2012,1,6,3,2,0,4,3,1,1,0,1,109,11,5,0,3,0,3,1,59,0,39,21,0,2,,5,21,6,13,0,0,320,578,295,66.20847652,33.79152348,11,39,49,73
ASM,American Samoa,4273,2013,1,6,3,2,0,4,3,1,1,0,1,111,11,5,0,4,1,3,1,61,1,40,22,0,2,,5,21,7,13,0,0,330,408,370,52.44215938,47.55784062,0,20,43,65
ASM,American Samoa,12561,2014,1,6,3,2,0,4,3,1,1,0,1,114,11,5,1,4,0,3,1,62,0,40,23,0,2,,5,21,7,13,0,0,334,801,432,64.96350365,35.03649635,1,32,52,67
ASM,American Samoa,27561,2015,1,7,3,2,0,4,3,1,1,0,1,116,11,5,1,4,0,3,0,63,0,40,24,0,2,,5,22,7,13,0,0,339,901,668,57.42511154,42.57488846,10,32,65,69
ASM,American Samoa,3435,2016,1,7,3,2,0,4,3,1,1,0,1,119,12,5,1,4,0,3,0,65,0,41,25,0,2,,5,22,7,13,0,0,347,955,781,55.01152074,44.98847926,2,40,58,77
ASM,American Samoa,25993,2017,1,7,3,2,0,4,3,1,1,0,1,121,12,4,1,4,0,3,0,66,0,42,25,0,2,,5,22,7,13,0,0,350,114,305,27.20763723,72.79236277,5,18,63,68
ASM,American Samoa,8169,2018,1,7,3,2,0,4,3,1,0,0,1,123,12,4,1,4,0,3,0,67,0,43,25,0,2,,5,23,7,13,0,0,354,419,237,63.87195122,36.12804878,7,33,52,83
ASM,American Samoa,23389,2019,1,7,3,2,0,4,3,1,0,0,1,125,12,4,1,4,0,3,0,68,0,44,26,0,2,,5,23,7,14,0,0,360,758,300,71.64461248,28.35538752,1,31,56,71
AND,Andorra,23524,1990,0,6,2,0,0,0,1,0,1,0,0,65,6,1,1,6,0,0,0,101,0,4,4,0,0,,8,16,6,10,0,1,239,245,519,32.06806283,67.93193717,0,30,49,77
AND,Andorra,28763,1991,0,6,2,0,0,0,1,0,2,0,0,69,6,1,1,6,0,0,0,107,0,4,4,0,0,,9,17,7,11,0,1,254,562,902,38.38797814,61.61202186,9,20,41,71
AND,Andorra,28888,1992,0,7,2,0,0,0,1,0,2,0,0,74,7,1,1,7,0,0,0,114,0,4,5,0,0,,9,18,7,12,0,1,272,450,357,55.76208178,44.23791822,10,21,49,87
AND,Andorra,34097,1993,0,8,2,0,0,0,1,0,2,0,0,79,7,1,1,7,0,0,0,121,0,4,5,0,0,,10,19,7,13,0,1,288,683,599,53.27613105,46.72386895,3,39,46,73
AND,Andorra,4442,1994,0,9,3,0,0,0,1,0,2,0,0,83,8,1,1,7,0,0,0,125,0,5,6,0,0,,9,20,8,13,0,1,302,155,244,38.84711779,61.15288221,9,23,58,86
AND,Andorra,37615,1995,0,9,3,0,0,0,1,0,3,0,0,85,8,1,1,7,0,0,0,128,0,5,6,0,0,,9,20,8,14,0,1,309,134,885,13.1501472,86.8498528,8,30,50,81
AND,Andorra,39097,1996,0,10,3,0,0,0,1,0,3,0,0,88,8,1,1,7,0,0,0,131,0,5,6,0,0,,9,21,8,14,0,1,317,334,289,53.61155698,46.38844302,3,16,41,80
AND,Andorra,14503,1997,0,11,3,0,0,0,1,0,3,0,0,91,9,1,1,7,0,0,0,135,0,5,6,0,0,,9,22,8,14,0,1,327,927,997,48.18087318,51.81912682,2,19,46,65
AND,Andorra,28735,1998,0,12,3,0,0,0,1,0,3,0,0,93,9,1,1,7,0,0,0,139,0,5,7,0,0,,9,22,8,15,0,1,336,875,477,64.71893491,35.28106509,6,40,41,86
AND,Andorra,4952,1999,0,13,3,0,0,0,0,0,3,0,0,97,10,1,1,7,0,0,0,143,0,5,7,0,0,,9,23,8,15,0,1,346,246,600,29.07801418,70.92198582,3,18,65,82
AND,Andorra,32487,2000,0,14,4,0,0,0,0,0,3,0,0,100,10,1,1,7,0,0,0,148,0,6,7,0,0,,8,24,9,16,0,1,359,159,790,16.7544784,83.2455216,4,35,51,72
AND,Andorra,14696,2001,0,15,4,0,0,0,0,0,3,0,0,103,11,1,1,7,0,0,0,153,0,6,8,0,0,,8,25,9,17,0,1,372,873,398,68.68607396,31.31392604,5,23,50,75
AND,Andorra,41455,2002,0,17,4,0,0,0,0,0,3,0,0,107,11,1,1,7,0,0,0,158,0,6,8,0,0,,8,26,9,17,0,1,384,703,615,53.3383915,46.6616085,6,32,53,65
AND,Andorra,7369,2003,0,18,4,0,0,0,0,0,3,0,0,111,12,1,1,7,0,0,0,164,0,6,9,0,0,,9,27,9,18,0,1,400,630,350,64.28571429,35.71428571,14,38,51,77
AND,Andorra,32326,2004,0,19,5,0,0,0,1,0,3,0,0,115,13,1,1,8,0,1,0,171,0,7,9,0,0,,9,28,10,19,0,1,421,459,824,35.77552611,64.22447389,15,18,50,71
AND,Andorra,19924,2005,0,21,5,0,0,0,1,0,3,0,0,118,13,1,1,8,0,1,0,174,0,7,10,0,0,,9,28,10,19,0,1,430,675,286,70.23933403,29.76066597,10,23,58,84
AND,Andorra,24310,2006,0,22,5,0,0,0,1,0,3,0,0,122,14,1,1,8,0,1,0,180,0,7,10,0,0,,9,29,10,20,0,1,444,645,288,69.1318328,30.8681672,0,22,65,86
AND,Andorra,22185,2007,0,23,5,0,0,0,1,0,3,0,0,126,14,1,1,8,0,1,0,185,0,7,11,0,0,,10,30,10,20,0,1,457,358,115,75.68710359,24.31289641,6,33,57,67
AND,Andorra,11491,2008,0,25,5,0,0,0,1,0,3,0,0,130,15,1,1,8,0,1,0,191,0,8,11,0,0,,9,31,11,21,0,1,473,450,277,61.89821183,38.10178817,6,35,54,68
AND,Andorra,10848,2009,0,26,6,0,0,0,1,0,4,0,0,136,16,1,1,8,0,1,0,196,0,8,12,0,0,,9,33,11,22,0,1,492,128,784,14.03508772,85.96491228,8,20,64,70
AND,Andorra,5540,2010,0,28,6,0,0,0,0,0,3,0,0,141,16,1,1,8,0,1,0,201,0,8,12,0,0,,9,34,11,23,0,1,504,233,687,25.32608696,74.67391304,5,29,43,69
AND,Andorra,23259,2011,0,28,6,0,0,0,0,0,3,0,0,141,16,1,1,7,0,1,0,191,0,8,12,0,0,,8,33,10,22,0,1,489,864,704,55.10204082,44.89795918,0,19,56,80
AND,Andorra,46891,2012,0,30,6,0,0,0,0,0,3,0,0,144,17,1,1,7,0,1,0,189,0,8,13,0,0,,8,34,10,22,0,1,495,663,301,68.77593361,31.22406639,2,30,51,80
AND,Andorra,49637,2013,0,31,6,0,0,0,0,0,3,0,0,147,18,1,1,7,0,1,0,193,0,8,13,0,0,,8,34,10,23,0,1,505,174,712,19.63882619,80.36117381,8,25,55,73
AND,Andorra,46839,2014,0,32,6,0,0,0,0,0,3,0,0,150,18,0,1,7,0,1,0,198,0,8,14,0,0,,8,35,11,23,0,1,516,611,164,78.83870968,21.16129032,2,21,64,87
AND,Andorra,45568,2015,0,33,6,0,0,0,0,0,3,0,0,155,19,0,1,8,0,1,0,203,0,8,15,0,0,,8,36,11,24,0,1,532,562,280,66.74584323,33.25415677,6,21,65,85
AND,Andorra,25695,2016,0,34,7,0,0,0,0,0,3,0,0,158,19,0,1,8,0,1,0,208,0,9,15,0,0,,8,37,11,25,0,1,545,428,493,46.47122693,53.52877307,2,29,44,72
AND,Andorra,11085,2017,0,35,7,0,0,0,0,0,3,0,0,163,20,0,1,8,0,1,0,215,0,9,15,0,0,,8,38,12,25,0,1,561,948,229,80.54375531,19.45624469,5,27,65,67
AND,Andorra,6073,2018,0,36,7,0,0,0,0,0,3,0,0,166,20,0,1,8,0,1,0,223,0,9,16,0,0,,8,39,12,26,0,1,576,263,286,47.90528233,52.09471767,6,20,60,67
AND,Andorra,10866,2019,0,36,7,0,0,0,0,0,3,0,0,169,20,0,1,8,0,1,0,230,0,9,16,0,0,,8,39,12,27,0,1,587,109,614,15.07607192,84.92392808,4,40,41,75
AGO,Angola,38002,1990,3407,293,86,12232,5544,1093,458,1662,239,19,14896,11871,19616,14210,98,973,0,35849,102,4883,2756,1519,1059,389,11942,147,5062,2794,2782,4481,431,645,161538,606,420,59.06432749,40.93567251,8,29,61,75
AGO,Angola,28224,1991,3630,303,88,12199,5844,1117,465,1680,361,20,15100,12174,19916,14596,101,991,0,36176,103,5010,595,1553,1084,397,11912,69,5216,2847,2844,4580,439,634,162044,675,996,40.39497307,59.60502693,2,24,54,71
AGO,Angola,15147,1992,3777,315,91,12147,6183,1135,481,1718,531,21,15353,12537,20284,14954,103,1022,0,36301,106,5168,2425,1597,1118,408,11864,97,5433,2911,2924,4707,452,629,166792,921,599,60.59210526,39.40789474,8,23,60,79
AGO,Angola,20636,1993,4043,326,93,12121,6592,1180,506,1813,762,23,15932,13025,20841,15384,108,1069,0,36931,110,5367,12398,1656,1165,424,11838,,5753,3006,3028,4876,468,638,181476,643,458,58.40145322,41.59854678,6,29,47,75
AGO,Angola,6612,1994,4054,336,96,11921,7049,1214,531,1897,1067,24,16532,13477,21273,15824,111,1113,0,38031,114,5549,4117,1710,1208,439,11644,108,6061,3091,3128,5041,483,645,177888,553,325,62.98405467,37.01594533,14,23,43,73
AGO,Angola,15768,1995,3729,347,98,11580,7475,1226,534,1887,1456,24,16816,13763,21502,16276,113,1122,0,38567,114,5650,267,1742,1229,445,11314,52,6210,3136,3160,5097,490,638,176059,624,942,39.8467433,60.1532567,11,33,50,67
AGO,Angola,13642,1996,3719,359,100,11048,7883,1202,505,1768,1937,24,16552,13830,21501,16815,111,1083,0,37603,111,5652,93,1749,1223,441,10802,18,6157,3121,3105,5013,488,612,174625,604,696,46.46153846,53.53846154,11,32,50,82
AGO,Angola,40195,1997,3774,373,103,10507,8529,1220,505,1754,2514,24,16587,14108,21598,17346,113,1090,0,36872,111,5779,2922,1787,1246,446,10277,34,6372,3151,3128,5050,495,610,178425,214,590,26.61691542,73.38308458,8,25,59,83
AGO,Angola,39166,1998,4043,391,107,10132,9410,1265,549,1889,3186,27,17204,14682,21942,17763,119,1158,0,36356,116,6081,14070,1867,1312,466,9910,275,7004,3249,3263,5261,518,634,194249,588,304,65.91928251,34.08071749,7,16,58,85
AGO,Angola,14639,1999,4045,409,111,9713,10235,1298,572,1983,3947,28,17586,15194,22091,18150,123,1202,0,35307,119,6351,7100,1937,1367,481,9502,299,7612,3326,3362,5414,533,647,190044,948,968,49.47807933,50.52192067,15,38,64,79
AGO,Angola,23551,2000,4124,426,115,9327,11038,1302,582,1993,4784,29,17915,15555,22107,18518,125,1217,59,34141,120,6513,3420,1992,1403,488,9131,178,7978,3360,3409,5489,542,645,188025,299,179,62.55230126,37.44769874,7,37,53,66
AGO,Angola,38429,2001,4181,443,118,9004,12333,1302,597,1978,5685,30,18095,15706,21903,18906,126,1226,57,32011,121,6608,3068,2025,1427,492,8824,846,8158,3361,3437,5533,546,637,188784,672,212,76.01809955,23.98190045,3,22,47,77
AGO,Angola,4985,2002,4332,464,121,8540,13391,1291,605,1932,6630,30,17969,15872,21464,19258,126,1220,8,29837,120,6751,600,2053,1449,491,8374,59,8265,3369,3462,5569,545,616,184813,502,190,72.5433526,27.4566474,10,25,44,69
AGO,Angola,27992,2003,4206,487,127,8235,14880,1285,626,2080,7600,32,17889,16344,21048,19651,130,1254,15,27656,121,7018,81,2131,1500,499,8076,,8539,3424,3570,5722,551,608,185385,475,124,79.29883139,20.70116861,15,37,44,85
AGO,Angola,24367,2004,4401,513,133,8346,16955,1355,659,2107,8557,34,18230,17003,21374,20008,136,1312,28,26567,124,7380,50,2239,1571,525,8189,,9112,3518,3732,5973,641,614,191386,796,144,84.68085106,15.31914894,10,17,42,83
AGO,Angola,35538,2005,4359,536,138,7960,17846,1331,672,2205,9398,34,17772,17115,20815,20189,137,1312,0,24854,123,7518,11,2271,1587,521,7810,,9106,3491,3787,6047,575,583,190103,423,136,75.67084079,24.32915921,12,18,43,72
AGO,Angola,32792,2006,4132,564,144,7543,17567,1300,698,2280,9927,36,17573,17544,20295,20245,141,1349,0,25475,124,7770,12,2364,1638,521,7398,,9212,3506,3896,6217,572,527,190570,265,706,27.29145211,72.70854789,7,22,63,66
AGO,Angola,4660,2007,4088,589,149,7168,16328,1280,729,2307,10340,38,17340,17760,19824,20250,143,1369,105,23500,125,7969,34,2426,1672,524,7029,,9294,3486,3980,6357,571,444,187218,302,144,67.71300448,32.28699552,4,32,46,82
AGO,Angola,22681,2008,4021,619,156,6738,13805,1242,760,2295,10889,40,17022,18305,19196,20218,147,1402,7,22463,126,8294,5,2532,1729,515,6602,,9360,3519,4121,6585,567,371,183651,521,174,74.96402878,25.03597122,7,21,65,69
AGO,Angola,10921,2009,3901,653,164,6231,11334,1188,791,2335,11433,43,16302,18809,18235,20276,153,1453,62,21581,125,8640,28,2650,1789,505,6098,2,9360,3523,4314,6873,556,326,179733,783,178,81.47762747,18.52237253,0,35,60,85
AGO,Angola,4329,2010,3861,690,172,5928,10045,1170,824,2332,12036,45,15756,19340,17676,20369,158,1501,25,21148,124,9025,23,2779,1853,506,5798,4,9512,3547,4520,7181,559,307,178814,124,564,18.02325581,81.97674419,0,29,48,76
AGO,Angola,9639,2011,3740,730,181,5462,8972,1114,844,2323,12798,49,15127,19923,16863,20325,164,1551,130,20827,123,9408,7,2914,1916,497,5335,,9523,3564,4700,7471,550,299,177430,720,240,75,25,0,21,59,74
AGO,Angola,8150,2012,3642,771,191,5074,8550,1076,865,2304,13533,52,14655,20537,16241,20305,170,1604,0,20245,123,9803,6,3057,1982,489,4950,,9524,3598,4867,7739,545,292,176790,735,511,58.98876404,41.01123596,14,38,52,81
AGO,Angola,13550,2013,3243,812,199,4642,8570,1010,884,2263,13524,55,14249,21009,15475,20217,175,1641,9,19421,122,10124,4,3169,2038,477,4523,,9284,3609,4976,7925,534,283,174466,882,294,75,25,12,39,58,87
AGO,Angola,38685,2014,3025,853,205,4244,8798,949,892,2200,13176,58,13578,21149,14724,20048,177,1646,0,18053,119,10314,0,3228,2064,458,4130,,9036,3567,5002,7981,518,271,170463,278,718,27.91164659,72.08835341,4,26,59,79
AGO,Angola,25592,2015,2910,905,216,3970,9549,915,905,2166,13544,61,13149,21887,14257,19755,182,1691,75,17058,118,10753,1,3371,2139,448,3858,,9012,3613,5107,8163,517,266,170561,178,481,27.01062215,72.98937785,4,24,43,66
AGO,Angola,36429,2016,2753,958,226,3698,10192,862,901,2113,14825,65,12609,22606,13648,19349,188,1724,113,15703,114,11142,36,3507,2196,435,3587,0,8807,3657,5174,8277,506,257,170228,635,521,54.93079585,45.06920415,0,37,41,77
AGO,Angola,32932,2017,2668,1016,238,3348,10595,825,932,2116,16149,70,12240,23571,13169,18912,196,1802,11,15071,115,11673,27,3660,2280,432,3240,7,9021,3739,5410,8612,503,258,171906,540,710,43.2,56.8,6,36,61,72
AGO,Angola,1035,2018,2565,1080,253,3108,10793,797,949,2096,16728,75,11856,24627,12847,18615,204,1870,8,13608,113,12241,31,3848,2372,430,3000,,9114,3830,5527,8769,504,249,172107,427,855,33.30733229,66.69266771,10,32,42,78
AGO,Angola,18927,2019,2520,1143,267,3015,10784,793,974,2069,16802,80,11752,25724,12783,18189,211,1928,30,12936,114,12791,16,4033,2464,433,2906,,9253,3934,5666,8971,513,246,173340,150,281,34.80278422,65.19721578,3,25,64,68
ATG,Antigua and Barbuda,10936,1990,2,12,3,4,0,4,2,0,7,0,1,170,22,10,3,1,0,3,0,75,0,34,14,1,3,,6,7,9,17,2,0,412,486,852,36.32286996,63.67713004,8,40,57,86
ATG,Antigua and Barbuda,5234,1991,2,13,3,4,0,4,2,0,5,0,1,173,23,10,3,1,0,3,0,77,1,36,15,1,4,,6,7,9,17,2,0,422,154,481,24.2519685,75.7480315,4,19,43,67
ATG,Antigua and Barbuda,36441,1992,2,13,3,4,0,4,3,0,6,0,1,175,23,10,3,1,0,3,0,79,0,37,15,1,4,0,6,7,9,17,2,0,428,333,582,36.39344262,63.60655738,6,21,45,71
ATG,Antigua and Barbuda,24062,1993,2,13,3,4,0,4,3,0,7,0,1,186,25,11,3,1,0,3,0,84,0,40,16,1,4,,7,8,10,18,2,0,456,421,936,31.02431835,68.97568165,6,25,60,70
ATG,Antigua and Barbuda,40034,1994,2,13,3,4,0,4,3,0,9,0,1,186,25,11,3,2,0,3,0,85,0,41,16,1,4,,7,8,10,18,2,0,461,639,618,50.8353222,49.1646778,15,19,61,66
ATG,Antigua and Barbuda,9745,1995,2,13,3,3,0,4,4,0,9,0,1,187,25,12,3,2,2,3,0,86,0,41,16,1,3,,7,8,10,18,2,0,465,280,117,70.52896725,29.47103275,5,26,57,75
ATG,Antigua and Barbuda,45546,1996,2,13,3,3,0,4,3,0,10,0,1,175,24,12,3,2,0,3,0,80,0,40,16,1,3,,7,7,9,17,2,0,440,174,386,31.07142857,68.92857143,2,20,64,66
ATG,Antigua and Barbuda,25337,1997,2,13,3,3,0,4,3,0,8,0,1,171,24,12,4,2,32,2,0,80,0,39,15,1,3,,7,7,9,17,2,0,464,432,785,35.49712408,64.50287592,7,27,44,69
ATG,Antigua and Barbuda,49878,1998,2,13,3,3,0,4,3,0,8,0,1,169,24,12,4,2,2,2,0,81,0,39,16,0,3,,7,7,9,17,2,0,433,411,625,39.67181467,60.32818533,2,20,47,68
ATG,Antigua and Barbuda,35307,1999,2,14,3,3,0,4,3,0,10,1,1,167,25,11,4,2,2,2,0,83,0,39,17,0,3,,7,7,9,17,2,0,438,874,291,75.02145923,24.97854077,7,30,57,72
ATG,Antigua and Barbuda,22776,2000,1,14,3,3,0,4,3,0,13,1,1,163,25,11,4,2,0,2,0,86,0,40,18,0,3,,7,7,9,17,2,0,439,920,482,65.62054208,34.37945792,11,36,54,65
ATG,Antigua and Barbuda,40583,2001,1,14,3,3,0,4,5,0,13,1,0,161,25,11,4,2,0,2,0,86,0,40,18,0,3,,7,7,9,17,2,0,438,946,617,60.52463212,39.47536788,3,28,54,66
ATG,Antigua and Barbuda,7998,2002,1,14,3,3,0,4,4,0,12,1,0,160,25,10,4,2,0,2,0,88,0,41,19,0,3,,7,7,9,17,2,0,438,778,487,61.50197628,38.49802372,1,20,45,84
ATG,Antigua and Barbuda,20799,2003,1,14,4,3,0,4,4,0,10,1,0,160,25,10,4,2,0,2,0,89,0,41,19,0,2,,6,7,9,17,2,0,436,937,832,52.96777841,47.03222159,3,18,54,70
